visa,doc
"DECRET EXECUTIF n° 98-137 — portant création, organisation et fonctionnement de l'agence nationale de valorisation des résultats de la recherche et du développement technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'université de Khenchela.
DECRET EXECUTIF n° 03-279 — fixant les missions et les règles particulières d'organisation et de fonctionnement de l'université,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'université de Khenchela.
DECRET EXECUTIF n° 12-246 — portant création de l'université de Khenchela,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'université de Khenchela.
"DECRET EXECUTIF n° 12-293 — fixant les missions, l'organisation et le fonctionnement des services communs de recherche scientifique et technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'université de Khenchela.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'université de Khenchela.
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école supérieure en sciences et technologies de l'informatique et du numérique.
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école supérieure en sciences et technologies de l'informatique et du numérique.
"DECRET EXECUTIF n° 98-137 — portant création, organisation et fonctionnement de l'agence nationale de valorisation des résultats de la recherche et du développement technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école supérieure en sciences et technologies de l'informatique et du numérique.
"DECRET EXECUTIF n° 12-293 — fixant les missions, l'organisation et le fonctionnement des services communs de recherche scientifique et technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école supérieure en sciences et technologies de l'informatique et du numérique.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école supérieure en sciences et technologies de l'informatique et du numérique.
DECRET EXECUTIF n° 16-176 — fixant le statut-type de l'école supérieure,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école supérieure en sciences et technologies de l'informatique et du numérique.
DECRET EXECUTIF n° 20-235 — portant création d'une école supérieure en sciences et technologies de l'informatique et du numérique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école supérieure en sciences et technologies de l'informatique et du numérique.
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de technologie et d'ingénierie.
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de technologie et d'ingénierie.
"DECRET EXECUTIF n° 98-137 — portant création, organisation et fonctionnement de l'agence nationale de valorisation des résultats de la recherche et du développement technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de technologie et d'ingénierie.
"DECRET EXECUTIF n° 12-293 — fixant les missions, l'organisation et le fonctionnement des services communs de recherche scientifique et technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de technologie et d'ingénierie.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de technologie et d'ingénierie.
DECRET EXECUTIF n° 16-176 — fixant le statut-type de l'école supérieure,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de technologie et d'ingénierie.
DECRET EXECUTIF n° 22-440 — portant création d'une école nationale supérieure de technologie et d'ingénierie,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de technologie et d'ingénierie.
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de biotechnologie de Constantine.
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de biotechnologie de Constantine.
"DECRET EXECUTIF n° 98-137 — portant création, organisation et fonctionnement de l'agence nationale de valorisation des résultats de la recherche et du développement technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de biotechnologie de Constantine.
DECRET EXECUTIF n° 11-399 — portant création d'une école nationale supérieure de biotechnologie à Constantine,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de biotechnologie de Constantine.
"DECRET EXECUTIF n° 12-293 — fixant les missions, l'organisation et le fonctionnement des services communs de recherche scientifique et technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de biotechnologie de Constantine.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de biotechnologie de Constantine.
DECRET EXECUTIF n° 16-176 — fixant le statut-type de l'école supérieure,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure de biotechnologie de Constantine.
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure des technologies avancées.
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure des technologies avancées.
"DECRET EXECUTIF n° 98-137 — portant création, organisation et fonctionnement de l'agence nationale de valorisation des résultats de la recherche et du développement technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure des technologies avancées.
"DECRET EXECUTIF n° 12-293 — fixant les missions, l'organisation et le fonctionnement des services communs de recherche scientifique et technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure des technologies avancées.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure des technologies avancées.
DECRET EXECUTIF n° 16-176 — fixant le statut-type de l'école supérieure,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure des technologies avancées.
DECRET EXECUTIF n° 22-314 — portant création d'une école nationale supérieure des technologies avancées,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein de l'école nationale supérieure des technologies avancées.
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en aménagement du territoire (C.R.A.T).
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en aménagement du territoire (C.R.A.T).
"DECRET EXECUTIF n° 98-137 — portant création, organisation et fonctionnement de l'agence nationale de valorisation des résultats de la recherche et du développement technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en aménagement du territoire (C.R.A.T).
DECRET EXECUTIF n° 11-396 — fixant le statut-type de l'établissement public à caractère scientifique et technologique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en aménagement du territoire (C.R.A.T).
"DECRET EXECUTIF n° 12-293 — fixant les missions, l'organisation et le fonctionnement des services communs de recherche scientifique et technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en aménagement du territoire (C.R.A.T).
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en aménagement du territoire (C.R.A.T).
DECRET EXECUTIF n° 19-60 — portant création d'un centre de recherche en aménagement du territoire (C.R.A.T),Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en aménagement du territoire (C.R.A.T).
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en sciences pharmaceutiques (C.R.S.P).
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en sciences pharmaceutiques (C.R.S.P).
"DECRET EXECUTIF n° 98-137 — portant création, organisation et fonctionnement de l'agence nationale de valorisation des résultats de la recherche et du développement technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en sciences pharmaceutiques (C.R.S.P).
DECRET EXECUTIF n° 11-396 — fixant le statut-type de l'établissement public à caractère scientifique et technologique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en sciences pharmaceutiques (C.R.S.P).
"DECRET EXECUTIF n° 12-293 — fixant les missions, l'organisation et le fonctionnement des services communs de recherche scientifique et technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en sciences pharmaceutiques (C.R.S.P).
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en sciences pharmaceutiques (C.R.S.P).
DECRET EXECUTIF n° 18-245 — portant création du centre de recherche en sciences pharmaceutiques (C.R.S.P),Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en sciences pharmaceutiques (C.R.S.P).
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologies agroalimentaires.
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologies agroalimentaires.
"DECRET EXECUTIF n° 98-137 — portant création, organisation et fonctionnement de l'agence nationale de valorisation des résultats de la recherche et du développement technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologies agroalimentaires.
DECRET EXECUTIF n° 11-396 — fixant le statut-type de l'établissement public à caractère scientifique et technologique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologies agroalimentaires.
"DECRET EXECUTIF n° 12-293 — fixant les missions, l'organisation et le fonctionnement des services communs de recherche scientifique et technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologies agroalimentaires.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologies agroalimentaires.
DECRET EXECUTIF n° 19-143 — portant création du centre de recherche en technologies agroalimentaires,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologies agroalimentaires.
DECRET n° 85-56 — portant création du centre de recherche sur l'information scientifique et technique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche sur l'information scientifique et technique.
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche sur l'information scientifique et technique.
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche sur l'information scientifique et technique.
"DECRET EXECUTIF n° 98-137 — portant création, organisation et fonctionnement de l'agence nationale de valorisation des résultats de la recherche et du développement technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche sur l'information scientifique et technique.
DECRET EXECUTIF n° 11-396 — fixant le statut-type de l'établissement public à caractère scientifique et technologique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche sur l'information scientifique et technique.
"DECRET EXECUTIF n° 12-293 — fixant les missions, l'organisation et le fonctionnement des services communs de recherche scientifique et technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche sur l'information scientifique et technique.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche sur l'information scientifique et technique.
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologie des semi-conducteurs pour l'énergétique.
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologie des semi-conducteurs pour l'énergétique.
"DECRET EXECUTIF n° 98-137 — portant création, organisation et fonctionnement de l'agence nationale de valorisation des résultats de la recherche et du développement technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologie des semi-conducteurs pour l'énergétique.
DECRET EXECUTIF n° 11-396 — fixant le statut-type de l'établissement public à caractère scientifique et technologique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologie des semi-conducteurs pour l'énergétique.
"DECRET EXECUTIF n° 12-293 — fixant les missions, l'organisation et le fonctionnement des services communs de recherche scientifique et technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologie des semi-conducteurs pour l'énergétique.
DECRET EXECUTIF n° 12-316 — portant création du centre de recherche en technologie des semi-conducteurs pour l'énergétique (CRTSE),Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologie des semi-conducteurs pour l'énergétique.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de recherche en technologie des semi-conducteurs pour l'énergétique.
DECRET n° 88-61 — portant création du centre de développement des technologies avancées,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de développement des technologies avancées.
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de développement des technologies avancées.
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de développement des technologies avancées.
"DECRET EXECUTIF n° 98-137 — portant création, organisation et fonctionnement de l'agence nationale de valorisation des résultats de la recherche et du développement technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de développement des technologies avancées.
DECRET EXECUTIF n° 11-396 — fixant le statut-type de l'établissement public à caractère scientifique et technologique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de développement des technologies avancées.
"DECRET EXECUTIF n° 12-293 — fixant les missions, l'organisation et le fonctionnement des services communs de recherche scientifique et technologique",Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de développement des technologies avancées.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,Arrêté interministériel — portant création d'un service commun de recherche « Incubateur » au sein du centre de développement des technologies avancées.
constitution_1996,"Décret présidentiel n° 24-440 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition de la Présidence de la République."
LOI n° 18-15 — relative aux lois de finances,"Décret présidentiel n° 24-440 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition de la Présidence de la République."
LOI n° 23-22 — portant loi de finances pour 2024,"Décret présidentiel n° 24-440 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition de la Présidence de la République."
"DECRET PRESIDENTIEL n° 24-02 — portant répartition des autorisations d'engagement et des crédits de paiement ouverts, au titre du budget de l'Etat, par la loi de finances pour 2024, mis à la disposition de la Présidence de la République","Décret présidentiel n° 24-440 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition de la Présidence de la République."
"DECRET EXECUTIF n° 24-10 — portant répartition des autorisations d'engagement et des crédits de paiement ouverts, au titre du budget de l'Etat, par la loi de finances pour 2024, mis à la disposition du ministre des finances","Décret présidentiel n° 24-440 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition de la Présidence de la République."
constitution_1996,Décret exécutif n° 25-59 — modifiant le décret exécutif n° 23-354 du 25 Rabie El Aouel 1445 correspondant au 11 octobre 2023 portant nomination des membres du conseil d'administration du commissariat aux énergies renouvelables et à l'efficacité énergétique.
DECRET PRESIDENTIEL n° 23-404 — portant nomination du Premier ministre,Décret exécutif n° 25-59 — modifiant le décret exécutif n° 23-354 du 25 Rabie El Aouel 1445 correspondant au 11 octobre 2023 portant nomination des membres du conseil d'administration du commissariat aux énergies renouvelables et à l'efficacité énergétique.
DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement,Décret exécutif n° 25-59 — modifiant le décret exécutif n° 23-354 du 25 Rabie El Aouel 1445 correspondant au 11 octobre 2023 portant nomination des membres du conseil d'administration du commissariat aux énergies renouvelables et à l'efficacité énergétique.
"DECRET EXECUTIF n° 19-280 — portant création, organisation et fonctionnement du commissariat aux énergies renouvelables et à l'efficacité énergétique",Décret exécutif n° 25-59 — modifiant le décret exécutif n° 23-354 du 25 Rabie El Aouel 1445 correspondant au 11 octobre 2023 portant nomination des membres du conseil d'administration du commissariat aux énergies renouvelables et à l'efficacité énergétique.
DECRET EXECUTIF n° 23-354 — portant nomination des membres du conseil d'administration du commissariat aux énergies renouvelables et à l'efficacité énergétique,Décret exécutif n° 25-59 — modifiant le décret exécutif n° 23-354 du 25 Rabie El Aouel 1445 correspondant au 11 octobre 2023 portant nomination des membres du conseil d'administration du commissariat aux énergies renouvelables et à l'efficacité énergétique.
constitution_1996,Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
LOI n° 98-04 — relative à la protection du patrimoine culturel,Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
LOI n° 11-10 — relative à la commune,Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
LOI n° 12-07 — relative à la wilaya,Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
"LOI n° 24-04 — portant les règles de prévention, d'intervention et de réduction des risques de catastrophes dans le cadre du développement durable",Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
DECRET PRESIDENTIEL n° 23-404 — portant nomination du Premier ministre,Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement,Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
DECRET EXECUTIF n° 03-323 — portant modalités d'établissement du plan de protection et de mise en valeur des sites archéologiques et de leur zone de protection (PPMVSA),Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
DECRET EXECUTIF n° 03-324 — portant modalités d'établissement du plan permanent de sauvegarde et de mise en valeur des secteurs sauvegardés (PPSMVSS),Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
DECRET EXECUTIF n° 05-79 — fixant les attributions du ministre de la culture,Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
"DECRET EXECUTIF n° 08-189 — fixant les attributions du ministre de l'habitat, de l'urbanisme et de la ville",Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
DECRET EXECUTIF n° 16-55 — fixant les conditions et modalités d'intervention sur les tissus urbains anciens,Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
"DECRET EXECUTIF n° 18-331 — fixant les attributions du ministre de l'intérieur, des collectivités locales et de l'aménagement du territoire",Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
DECRET EXECUTIF n° 23-180 — fixant les attributions du ministre des travaux publics et des infrastructures de base,Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
DECRET EXECUTIF n° 23-208 — fixant les attributions du ministre de l'hydraulique,Décret exécutif n° 25-60 — fixant les modalités d'élaboration et d'exécution des plans de confortement priorisés visant à préserver les infrastructures et les bâtiments à valeur stratégique ou patrimoniale contre les risques de catastrophes.
constitution_1996,"Décret exécutif n° 25-61 — fixant les missions, la composition et le fonctionnement du comité intersectoriel chargé de l'évaluation des dégâts occasionnés par la catastrophe."
"LOI n° 24-04 — portant les règles de prévention, d'intervention et de réduction des risques de catastrophes dans le cadre du développement durable","Décret exécutif n° 25-61 — fixant les missions, la composition et le fonctionnement du comité intersectoriel chargé de l'évaluation des dégâts occasionnés par la catastrophe."
DECRET PRESIDENTIEL n° 23-404 — portant nomination du Premier ministre,"Décret exécutif n° 25-61 — fixant les missions, la composition et le fonctionnement du comité intersectoriel chargé de l'évaluation des dégâts occasionnés par la catastrophe."
DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement,"Décret exécutif n° 25-61 — fixant les missions, la composition et le fonctionnement du comité intersectoriel chargé de l'évaluation des dégâts occasionnés par la catastrophe."
"DECRET EXECUTIF n° 18-331 — fixant les attributions du ministre de l'intérieur, des collectivités locales et de l'aménagement du territoire","Décret exécutif n° 25-61 — fixant les missions, la composition et le fonctionnement du comité intersectoriel chargé de l'évaluation des dégâts occasionnés par la catastrophe."
constitution_1996,"Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
"LOI n° 01-19 — relative à la gestion, au contrôle et à l'élimination des déchets","Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
LOI n° 03-10 — relative à la protection de l'environnement dans le cadre du développement durable,"Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
LOI n° 11-10 — relative à la commune,"Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
LOI n° 12-07 — relative à la wilaya,"Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
LOI n° 18-11 — relative à la santé,"Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
"LOI n° 24-04 — portant les règles de prévention, d'intervention et de réduction des risques de catastrophes dans le cadre du développement durable","Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
DECRET PRESIDENTIEL n° 23-404 — portant nomination du Premier ministre,"Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement,"Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
DECRET EXECUTIF n° 04-409 — fixant les modalités de transport des déchets spéciaux dangereux,"Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
"DECRET EXECUTIF n° 06-104 — fixant la nomenclature des déchets, y compris les déchets spéciaux dangereux","Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
"DECRET EXECUTIF n° 06-138 — réglementant l'émission dans l'atmosphère de gaz, fumées, vapeurs, particules liquides ou solides, ainsi que les conditions dans lesquelles s'exerce leur contrôle","Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
DECRET EXECUTIF n° 06-141 — définissant les valeurs limites des rejets d'effluents liquides industriels,"Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
DECRET EXECUTIF n° 09-19 — portant réglementation de l'activité de collecte des déchets spéciaux,"Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
"DECRET EXECUTIF n° 18-331 — fixant les attributions du ministre de l'intérieur, des collectivités locales et de l'aménagement du territoire","Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
DECRET EXECUTIF n° 23-381 — fixant les attributions du ministre de l'environnement et des énergies renouvelables,"Décret exécutif n° 25-62 — fixant les modalités d'élaboration du plan spécifique de gestion des décombres, résidus et autres déchets engendrés par la catastrophe."
constitution_1996,"Décret exécutif n° 25-63 — fixant les conditions et les modalités d'élaboration, de mise en œuvre et de gestion des plans d'intervention en matière de risques de catastrophes."
"LOI n° 88-07 — relative à l'hygiène, à la sécurité et à la médecine du travail","Décret exécutif n° 25-63 — fixant les conditions et les modalités d'élaboration, de mise en œuvre et de gestion des plans d'intervention en matière de risques de catastrophes."
LOI n° 02-01 — relative à l'électricité et à la distribution du gaz par canalisations,"Décret exécutif n° 25-63 — fixant les conditions et les modalités d'élaboration, de mise en œuvre et de gestion des plans d'intervention en matière de risques de catastrophes."
LOI n° 03-10 — relative à la protection de l'environnement dans le cadre du développement durable,"Décret exécutif n° 25-63 — fixant les conditions et les modalités d'élaboration, de mise en œuvre et de gestion des plans d'intervention en matière de risques de catastrophes."
LOI n° 05-12 — relative à l'eau,"Décret exécutif n° 25-63 — fixant les conditions et les modalités d'élaboration, de mise en œuvre et de gestion des plans d'intervention en matière de risques de catastrophes."
LOI n° 14-05 — portant loi minière,"Décret exécutif n° 25-63 — fixant les conditions et les modalités d'élaboration, de mise en œuvre et de gestion des plans d'intervention en matière de risques de catastrophes."
